record_id,title,abstract,year,seed_theme,record_type,text_for_embedding,original_cluster_id,cluster,probability,cluster_display,cluster_theme,pc1_plot,pc2_plot,pc1_cluster,pc2_cluster,pc3_cluster,pc4_cluster
lung-cancer-03-0223,Biomarker selection in STK11 co-mutation: study 223,"This study examines STK11 co-mutation through co-mutation effect, PD-L1 biomarker, and tumor mutational burden. It also discusses links to residual disease and molecular monitoring, alongside portfolio review and patient stratification.",2022,Immunotherapy biomarkers,core,"Biomarker selection in STK11 co-mutation: study 223 [SEP] This study examines STK11 co-mutation through co-mutation effect, PD-L1 biomarker, and tumor mutational burden. It also discusses links to residual disease and molecular monitoring, alongside portfolio review and patient stratification.",18,19,1.0,Cluster 19,Immunotherapy biomarkers,0.0023332781935094917,-0.2764462550894712,0.0023332781935094917,-0.2764462550894712,-0.037267178852037265,-0.19417033092796887
lung-cancer-04-0493,Molecular monitoring for ctDNA resistance tracking: study 493,"This study examines ctDNA resistance tracking through plasma genotyping, molecular monitoring, and residual disease. It also discusses links to CNS metastasis and EGFR resistance, alongside clinical development and validation cohort.",2023,ctDNA and monitoring,core,"Molecular monitoring for ctDNA resistance tracking: study 493 [SEP] This study examines ctDNA resistance tracking through plasma genotyping, molecular monitoring, and residual disease. It also discusses links to CNS metastasis and EGFR resistance, alongside clinical development and validation cohort.",15,16,0.999030295360547,Cluster 16,ctDNA and monitoring,-0.3237407906916982,-0.049084349783816254,-0.3237407906916982,-0.049084349783816254,0.0036891289852788644,0.10003742369914528
lung-cancer-01-0212,Resistance evolution in CNS progression: study 212,"This study examines CNS progression through acquired resistance, ALK progression, and EGFR resistance. It also discusses links to PD-L1 biomarker and co-mutation effect, alongside early-phase trial and translational biomarker.",2021,EGFR and ALK resistance,core,"Resistance evolution in CNS progression: study 212 [SEP] This study examines CNS progression through acquired resistance, ALK progression, and EGFR resistance. It also discusses links to PD-L1 biomarker and co-mutation effect, alongside early-phase trial and translational biomarker.",13,14,0.9340849568182502,Cluster 14,EGFR and ALK resistance,-0.0070756041169183995,-0.06362389756752258,-0.0070756041169183995,-0.06362389756752258,0.029008128487463734,0.16405840570232644
lung-cancer-r-0190,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion","This review connects line-of-therapy shift, development strategy, immune exclusion, and residual disease. It frames the field around portfolio review, molecular profiling, early-phase trial, and patient stratification.",2025,review-like mixed corpus,review,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion [SEP] This review connects line-of-therapy shift, development strategy, immune exclusion, and residual disease. It frames the field around portfolio review, molecular profiling, early-phase trial, and patient stratification.",2,3,1.0,Cluster 3,Review hub: ALK-positive tumors x SHP2 combinations,0.31206577725352935,-0.028646133071858645,0.31206577725352935,-0.028646133071858645,-0.1257974274158701,0.2541458541645304
lung-cancer-04-0450,Molecular monitoring for minimal residual disease: study 450,"This study examines minimal residual disease through molecular monitoring, ctDNA surveillance, and residual disease. It also discusses links to immune exclusion and tumor mutational burden, alongside patient stratification and mechanism of resistance.",2022,ctDNA and monitoring,core,"Molecular monitoring for minimal residual disease: study 450 [SEP] This study examines minimal residual disease through molecular monitoring, ctDNA surveillance, and residual disease. It also discusses links to immune exclusion and tumor mutational burden, alongside patient stratification and mechanism of resistance.",8,9,0.987066625179585,Cluster 9,ctDNA and monitoring,-0.25851404177681536,-0.17375214092780422,-0.25851404177681536,-0.17375214092780422,0.09710100648431906,0.08445098030655503
lung-cancer-03-0363,Biomarker selection in STK11 co-mutation: study 363,"This study examines STK11 co-mutation through PD-L1 biomarker, tumor mutational burden, and checkpoint response. It also discusses links to development strategy and adaptive pathway, alongside validation cohort and mechanism of resistance.",2024,Immunotherapy biomarkers,core,"Biomarker selection in STK11 co-mutation: study 363 [SEP] This study examines STK11 co-mutation through PD-L1 biomarker, tumor mutational burden, and checkpoint response. It also discusses links to development strategy and adaptive pathway, alongside validation cohort and mechanism of resistance.",18,19,0.9831486524306591,Cluster 19,Immunotherapy biomarkers,0.06384121090518574,-0.21237759699593092,0.06384121090518574,-0.21237759699593092,0.019718893656752914,-0.2637800573641307
lung-cancer-x-0152,Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 152,"This paper links longitudinal sampling and residual disease to EGFR resistance and line-of-therapy shift. The framing emphasizes portfolio review, patient stratification, and translational biomarker across mixed translational contexts.",2021,ctDNA and monitoring + EGFR and ALK resistance,crossover,"Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 152 [SEP] This paper links longitudinal sampling and residual disease to EGFR resistance and line-of-therapy shift. The framing emphasizes portfolio review, patient stratification, and translational biomarker across mixed translational contexts.",21,22,0.9646603046620892,Cluster 22,Bridge: ctDNA and monitoring x EGFR and ALK resistance,-0.2270435171648844,0.13996555310469933,-0.2270435171648844,0.13996555310469933,-0.30243372214838243,0.014894573273953184
lung-cancer-x-0154,Integrated analysis of adaptive signaling with STK11 co-mutation: study 154,"This paper links SHP2 biology and development strategy to tumor mutational burden and PD-L1 biomarker. The framing emphasizes molecular profiling, mechanism of resistance, and patient stratification across mixed translational contexts.",2023,KRAS development + Immunotherapy biomarkers,crossover,"Integrated analysis of adaptive signaling with STK11 co-mutation: study 154 [SEP] This paper links SHP2 biology and development strategy to tumor mutational burden and PD-L1 biomarker. The framing emphasizes molecular profiling, mechanism of resistance, and patient stratification across mixed translational contexts.",16,17,1.0,Cluster 17,Bridge: KRAS development x Immunotherapy biomarkers,-0.007901099977778655,0.055643116980712753,-0.007901099977778655,0.055643116980712753,-0.24295445578871283,-0.32477094727966715
lung-cancer-02-0068,KRAS pathway development in pan-KRAS strategies: study 68,"This study examines pan-KRAS strategies through development strategy, SHP2 biology, and feedback signaling. It also discusses links to plasma genotyping and residual disease, alongside molecular profiling and real-world evidence.",2022,KRAS development,core,"KRAS pathway development in pan-KRAS strategies: study 68 [SEP] This study examines pan-KRAS strategies through development strategy, SHP2 biology, and feedback signaling. It also discusses links to plasma genotyping and residual disease, alongside molecular profiling and real-world evidence.",3,4,0.9851129829952252,Cluster 4,KRAS development,0.042074426033948606,0.20371185717460039,0.042074426033948606,0.20371185717460039,0.3058593251007416,-0.081967631941908
lung-cancer-x-0207,Integrated analysis of STK11 co-mutation with ctDNA resistance tracking: study 207,"This paper links PD-L1 biomarker and immune exclusion to molecular monitoring and ctDNA surveillance. The framing emphasizes validation cohort, dose optimization, and molecular profiling across mixed translational contexts.",2022,Immunotherapy biomarkers + ctDNA and monitoring,crossover,"Integrated analysis of STK11 co-mutation with ctDNA resistance tracking: study 207 [SEP] This paper links PD-L1 biomarker and immune exclusion to molecular monitoring and ctDNA surveillance. The framing emphasizes validation cohort, dose optimization, and molecular profiling across mixed translational contexts.",16,17,1.0,Cluster 17,Bridge: KRAS development x Immunotherapy biomarkers,-0.19982141248882362,-0.036247231193475705,-0.19982141248882362,-0.036247231193475705,-0.30015088562620923,-0.21454494018883477
lung-cancer-x-0094,Integrated analysis of adaptive signaling with STK11 co-mutation: study 94,"This paper links development strategy and feedback signaling to tumor mutational burden and PD-L1 biomarker. The framing emphasizes molecular profiling, translational biomarker, and mechanism of resistance across mixed translational contexts.",2023,KRAS development + Immunotherapy biomarkers,crossover,"Integrated analysis of adaptive signaling with STK11 co-mutation: study 94 [SEP] This paper links development strategy and feedback signaling to tumor mutational burden and PD-L1 biomarker. The framing emphasizes molecular profiling, translational biomarker, and mechanism of resistance across mixed translational contexts.",16,17,1.0,Cluster 17,Bridge: KRAS development x Immunotherapy biomarkers,-0.010686655207099894,0.04335736310677251,-0.010686655207099894,0.04335736310677251,-0.24742728858781557,-0.34392342246262186
lung-cancer-04-0211,Molecular monitoring for adjuvant surveillance: study 211,"This study examines adjuvant surveillance through residual disease, molecular monitoring, and longitudinal sampling. It also discusses links to targeted escape and EGFR resistance, alongside patient stratification and early-phase trial.",2023,ctDNA and monitoring,core,"Molecular monitoring for adjuvant surveillance: study 211 [SEP] This study examines adjuvant surveillance through residual disease, molecular monitoring, and longitudinal sampling. It also discusses links to targeted escape and EGFR resistance, alongside patient stratification and early-phase trial.",6,7,0.9563058155050373,Cluster 7,ctDNA and monitoring,-0.27699666480338164,-0.06252331764701083,-0.27699666480338164,-0.06252331764701083,0.09035120415982949,0.16072644982611484
